ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_score_z_shadow,bearish_score_z_shadow,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
CENX,LONG,0.6000000000000001,6.000000000000001,5.86,5.898,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.7,NEUTRAL,trend_continuation,,,65.0,55.0,4.43,11.63,21499.0,12476.0,0.58,4481.0,11275.0,12369.0,71.9,0.797,1.86,0.86,0.44,1.4,0.85,0.45,1,1.0,99.0,0.000128,0.0,480102.9757128034,0.0,26.338346,,0,0,0.0,0.0,,,,,,,,,,,,,,
REAL,LONG,0.5933333333333333,5.933333333333333,6.83,6.1557,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none,5.7,NEUTRAL,support_ema_confluence,,,15.0,10.0,24.17,17.22,78159.0,18309.0,0.234,66137.0,6.0,29093.0,89.4,1.016,1.84,0.1,1.0,1.6,1.74,0.55,2,1.0,99.0,0.001476,0.0,3.1610033378060957e-21,0.0,13.938264,,0,0,0.047673,0.0,,,,,,,,,,,,,,
CORZ,LONG,0.562176869816524,5.621768698165241,6.53,6.2099,watchlist_reeval_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,7.2,POSITIVE,unknown,47757065.3,19.84,27.0,12.0,36.02,39.55,1328676.0,692925.0,0.522,394042.0,543378.0,605608.0,42.9,0.832,1.79,0.31,1.0,1.2,1.82,0.42,7,1.0,2.393879232551451,5.7e-05,1e-05,11217.586513104561,11714.86259683681,924.298209,0.112517,1,1,0.01282,0.004475,,,,,,,,,,,,,,
SYY,LONG,0.5145085380791186,5.145085380791185,4.63,4.9215,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence","confirmation_volume, room_to_target, trend_aligned",4.8,NEUTRAL,support_ema_confluence,,,80.0,70.0,4.89,8.22,76315.0,22434.0,0.294,16794.0,46201.0,25422.0,96.2,0.283,0.0,0.99,0.0,1.6,1.82,0.22,15,1.0,0.28022143022653095,3.5e-05,1.2e-05,1743.658120320605,3111.214797010764,11.482153,14.874516,2,1,0.0,0.0,,,,,,,,,,,,,,
LULU,LONG,0.42631052842103145,4.263105284210314,4.98,4.9456,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.6,POSITIVE,trend_continuation,10359613.31,167.25,200.0,150.0,19.56,10.33,186427.0,167605.0,0.899,51114.0,74297.0,176514.0,39.7,0.425,0.0,0.55,1.0,1.4,1.73,0.3,7,1.0,0.1584201050637024,5.1e-05,2.4e-05,3108.73053025938,26164.4444603739,0.845747,0.508844,2,0,0.287668,0.035159,,,,,,,,,,,,,,
PGY,LONG,0.3957223503501407,3.9572235035014067,6.85,4.4736,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,2.2,NEUTRAL,trend_continuation,,,15.0,10.0,0.07,33.29,74556.0,84450.0,1.133,40808.0,34.0,101794.0,79.8,1.046,2.01,0.07,1.0,1.4,1.76,0.6,2,1.0,99.0,7.6e-05,2.6e-05,197.25636348601972,1.2595283579845413e-26,0.474057,1.238876,1,1,0.0,0.0,,,,,,,,,,,,,,
TLRY,LONG,0.3796059793271805,3.7960597932718048,4.73,4.557,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.2,NEUTRAL,ema_pullback,,,15.0,6.0,118.66,12.54,104673.0,30476.0,0.291,22772.0,41314.0,48406.0,1.5,0.76,0.0,0.86,1.0,1.2,1.23,0.44,1,1.0,99.0,6.5e-05,0.0,3.8280113445704266e-26,0.0,13.457906,,0,0,0.0,0.0,,,,,,,,,,,,,,
GOOG,LONG,0.3732855,3.732855,6.44,4.5584,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",3.8,POSITIVE,trend_continuation,829538484.35,339.41,350.0,305.0,3.12,10.14,1091347.0,764757.0,0.701,412768.0,369622.0,757638.0,61.5,0.341,2.43,0.0,0.34,1.4,1.96,0.31,4,1.0,99.0,1e-06,0.0,76679.30746268173,0.0,23.251068,,0,0,0.145997,0.0,3.0,3.0,0.4567544707208565,0.25381016901233877,0.0,0.0,0.331067,0.0,0.0,0.0,,,,
LQDA,LONG,0.3659934930161365,3.6599349301613646,6.83,5.339,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.3,NEUTRAL,trend_continuation,,,55.0,30.0,39.35,23.99,150723.0,50654.0,0.336,23977.0,12263.0,89003.0,34.6,1.163,1.85,0.72,1.0,1.4,0.86,1.0,5,1.0,2.4920219469139063e-10,5.3e-05,3e-05,1.4785166837682585e-08,88.9950037718912,0.622518,0.250393,0,1,0.0,0.0,,,,,,,,,,,,,,
CPNG,LONG,0.3539856853946994,3.539856853946994,6.59,4.7269,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.9,POSITIVE,trend_continuation,7731770.39,21.55,25.0,20.0,16.01,7.19,335192.0,167046.0,0.498,114953.0,131807.0,203554.0,86.5,0.563,2.06,0.01,1.0,1.4,1.51,0.61,6,1.0,99.0,1.5e-05,0.0,29983.801772968287,0.0,0.340249,,2,0,0.56998,0.0,3.0,3.0,0.6967794106707436,0.3498356837330293,0.0,0.0,0.409304,0.0,0.0,0.0,,,,
W,SHORT,0.6557827857142857,6.557827857142858,3.99,5.4759,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",5.0,NEUTRAL,ema_rally,,,92.5,75.0,13.73,7.78,74074.0,78544.0,1.06,51047.0,13982.0,66889.0,87.9,0.845,0.0,0.41,0.93,1.2,0.6,0.85,10,1.0,99.0,9.8e-05,0.000202,1.0051679500952265e-06,2.1243994308725864e-13,1.812352,3.270557,1,2,0.000136,0.250959,,,,,,,,,,,,,,
CDNS,SHORT,0.5772415799999999,5.772415799999999,1.82,4.6722,watchlist_reeval_failed,"bounce_and_fail, not_extended","confirmation_volume, momentum_aligned, room_to_target, trend_aligned",6.2,NEUTRAL,bounce_and_fail,,,320.0,265.0,2.88,14.8,36572.0,50798.0,1.389,15417.0,37539.0,21089.0,91.8,0.512,0.0,0.05,0.19,1.0,0.26,0.31,14,1.0,1.596918891262218e-19,2e-06,0.000197,1.1517220160405181e-15,2884.860395458626,0.455913,0.745693,0,1,0.61199,0.007701,,,,,,,,,,,,,,
LION,SHORT,0.4848289775017499,4.848289775017499,2.02,4.5501,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.6,NEUTRAL,unknown,,,17.0,8.0,36.55,35.74,142146.0,26322.0,0.185,14102.0,80982.0,45953.0,46.1,0.712,0.0,0.0,1.0,0.0,0.02,1.0,3,1.0,0.0,0.0,0.000336,0.0,4343.459485407123,,0.294448,0,2,0.0,0.09405,,,,,,,,,,,,,,
BITX,SHORT,0.46584940009271114,4.658494000927112,3.07,4.7502,watchlist_reeval_failed,"confirmation_volume, ema_rally, room_to_target","momentum_aligned, not_extended, trend_aligned",7.5,NEUTRAL,ema_rally,,,20.0,14.0,4.77,26.66,152477.0,69489.0,0.456,36739.0,62740.0,84827.0,48.4,0.853,0.0,0.0,1.0,1.2,0.25,0.62,2,1.0,0.0,0.0,0.000123,0.0,1.0435030095934254e-17,,1.289264,0,0,0.0,0.327716,,,,,,,,,,,,,,
TSLL,SHORT,0.4338616269244188,4.338616269244188,3.37,4.1603,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",4.9,POSITIVE,ema_rally,5844257.56,13.86,35.0,10.0,151.8,28.06,440567.0,186265.0,0.423,168108.0,125748.0,209090.0,28.0,0.864,0.0,0.22,1.0,1.2,0.28,0.68,3,1.0,0.0,0.0,1.9e-05,0.0,8897.176358999852,,5.464605,0,1,0.0,0.048413,,,,,,,,,,,,,,
ABVX,SHORT,0.38538657591690195,3.8538657591690195,5.4,4.5869,watchlist_reeval_failed,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned,5.2,NEUTRAL,unknown,,,160.0,110.0,33.16,8.46,51735.0,28491.0,0.551,33259.0,17993.0,9118.0,74.9,1.034,0.0,0.92,0.64,1.6,1.83,0.4,6,1.0,0.001049302711218896,8e-06,2.2e-05,81.73274565997647,38946.21865840492,0.231161,0.587914,1,3,0.002827,0.666844,,,,,,,,,,,,,,
LYV,SHORT,0.36470325654655517,3.6470325654655515,5.38,4.5375,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned,5.5,NEUTRAL,unknown,,,180.0,120.0,14.97,23.35,82428.0,89396.0,1.085,22033.0,20098.0,98303.0,83.6,0.39,0.0,0.86,1.0,1.4,1.58,0.53,2,1.0,0.0,0.0,3.7e-05,0.0,431369.2617983608,,81.767857,0,0,0.0,0.024999,,,,,,,,,,,,,,
ACMR,SHORT,0.3581383424226826,3.581383424226826,4.35,4.0557,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,4.8,NEUTRAL,ema_rally,,,60.0,39.0,18.55,22.94,38080.0,12116.0,0.318,20563.0,361.0,17855.0,76.0,0.835,0.0,0.4,1.0,1.2,0.75,1.0,4,1.0,0.7970472243375115,1.8e-05,4.2e-05,0.000115591200193054,4.834142681618015e-05,0.120273,0.946634,1,0,0.0,0.007111,,,,,,,,,,,,,,
DLTR,SHORT,0.32065082178967125,3.2065082178967126,6.19,4.9403,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,7.4,NEUTRAL,trend_continuation,,,135.0,100.0,27.44,5.6,39952.0,36173.0,0.905,15654.0,19636.0,29577.0,39.4,0.376,1.98,0.99,0.65,1.4,0.2,0.96,7,1.0,0.825456617137638,9e-06,2e-05,2.9248209505646776,2.657457299851945,0.618534,0.709593,1,2,0.0,0.0,3.0,3.0,0.4834079864913898,0.6339967693878629,0.0,0.0,0.646359,0.639089,0.0,0.0,,,,
WGS,SHORT,0.3554095514395986,3.5540955143959865,6.39,4.674,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.9,NEUTRAL,retest_and_confirm,,,90.0,60.0,36.45,9.04,12398.0,5454.0,0.44,6465.0,3783.0,3300.0,81.1,1.121,2.13,0.9,0.68,1.4,0.95,0.32,2,1.0,0.0,0.0,5.2e-05,0.0,6.372018736411496,,,0,1,0.0,0.0,3.0,3.0,0.34275825604327853,0.5803881023256007,0.0,0.0,0.0,0.836565,0.0,0.0,,,,
CRDO,SHORT,0.33620729881988176,3.3620729881988174,2.7,4.151,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",8.3,NEGATIVE,bounce_and_fail,-1034244.37,160.61,200.0,60.0,24.46,62.66,125758.0,149904.0,1.192,83181.0,47425.0,66484.0,38.0,0.844,0.0,0.0,1.0,1.0,0.36,0.34,8,1.0,0.054436900468115446,1.5e-05,2.3e-05,1426.1806376584389,26198.784747007692,0.208854,0.724107,1,2,0.153675,0.158597,3.0,3.0,0.6003963255152579,0.7522148471917532,0.0,0.0,0.396574,0.207346,0.0,0.0,,,,
NN,LONG,0.3749630657830665,3.749630657830665,7.38,5.5688,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,7.4,NEUTRAL,trend_continuation,,,30.0,15.0,31.41,34.3,296227.0,28934.0,0.098,44399.0,150287.0,94386.0,29.8,0.215,1.99,0.0,1.0,1.4,1.99,1.0,3,1.0,0.9490263544556029,3.9e-05,2.3e-05,23671.52175602423,49885.91021711531,0.015522,0.300638,1,0,0.448373,0.0,3.0,3.0,0.7006061135156366,0.6671329284418769,2e-06,2e-06,0.754823,0.795174,0.0,0.0,,,,
AG,LONG,0.3660691781496637,3.660691781496637,4.99,4.6673,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,6.7,POSITIVE,support_ema_confluence,11457682.05,21.5,25.0,10.0,16.33,53.47,795192.0,358241.0,0.451,89769.0,227224.0,521375.0,54.2,0.791,0.0,0.97,1.0,1.6,1.01,0.4,5,0.7,99.0,5.8e-05,5e-06,15970.493209149645,532.2693960626206,0.166912,0.091883,0,0,0.031262,0.0,3.0,3.0,0.7537307320549099,0.5388570553937357,0.0,0.0,0.162917,0.33842,0.0,0.0,,,,
COP,LONG,0.3637606597335433,3.6376065973354335,3.35,3.7638,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",4.7,POSITIVE,ema_pullback,9188433.75,115.98,125.0,95.0,7.72,18.13,250836.0,178794.0,0.713,84496.0,102082.0,155076.0,83.9,0.345,0.0,0.15,1.0,1.2,0.58,0.42,12,1.0,51.319485391679486,7e-06,1e-06,2268.7290948642685,221.0397354483314,0.331312,0.12602,1,0,0.522011,0.006172,3.0,3.0,0.45288134646690825,0.30423576925746854,0.0,0.0,0.471853,0.332925,0.0,0.0,,,,
MT,SHORT,0.3540441490787059,3.540441490787059,3.21,3.8532,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,5.6,NEUTRAL,bounce_and_fail,,,70.0,27.0,12.79,56.49,42094.0,24880.0,0.591,5686.0,12248.0,35411.0,87.6,0.547,0.0,0.02,1.0,1.0,0.7,0.48,3,1.0,8.472605782679529e-16,1e-06,4e-06,2.077810658461055e-23,1.2261934000922741e-08,0.362069,22.861111,0,0,0.0,0.0,3.0,3.0,0.38030457055636074,0.5523902121014879,0.0,0.0,0.633992,0.614065,0.0,0.0,,,,
SNDK,LONG,0.2732940730858911,2.732940730858911,5.53,4.2255,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",6.0,NEGATIVE,trend_continuation,-2380738.24,921.2,1000.0,250.0,8.58,72.86,326682.0,357622.0,1.095,154942.0,92796.0,212892.0,86.0,1.124,2.35,0.0,0.09,1.4,1.1,0.59,9,1.0,9.258034572234255,4.8e-05,5e-06,199070.96774892087,10751.254285977395,0.305779,0.194403,1,0,0.113147,0.686612,2.0,2.0,0.59277273730126,0.32579414277382185,2e-06,0.0,0.396852,0.304284,0.0,0.0,,,,
