ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_score_z_shadow,bearish_score_z_shadow
DB,SHORT,0.47413640833255943,4.741364083325594,3.73,4.5697,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.4,NEUTRAL,bounce_and_fail,,,40.0,20.0,20.08,39.96,38809.0,38121.0,0.982,17069.0,20564.0,39297.0,84.0,0.432,0.0,0.32,1.0,1.0,1.33,0.09,3,1.0,0.0,0.0,4e-06,0.0,0.003445341980910177,,20.304842,0,0,0.0,0.49678,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.845843,0.0,0.0,,
TFC,SHORT,0.4672716440703631,4.672716440703631,1.45,4.2114,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.2,NEUTRAL,unknown,,,55.0,42.5,8.21,16.38,75404.0,69688.0,0.924,33983.0,45141.0,65968.0,56.1,0.267,0.0,0.06,1.0,0.0,0.37,0.01,6,1.0,1.282662141303823e-07,5e-06,1.1e-05,1.5357488382025272e-09,0.011973136095226466,0.788525,2.663428,0,0,0.0,0.131272,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.445758,0.830748,0.0,0.0,,
HUN,SHORT,0.447993452288054,4.47993452288054,1.99,3.877,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.2,NEUTRAL,unknown,,,15.0,8.0,8.71,42.02,63667.0,65875.0,1.035,94133.0,257.0,35152.0,75.7,0.705,0.0,0.56,1.0,0.0,0.43,0.0,9,1.0,0.5049384165238828,7.8e-05,0.000121,1.4014787183595195e-12,1.387771926730823e-12,1.075309,0.35514,1,0,0.412398,0.724611,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.177448,0.393115,0.0,0.0,,
VFC,SHORT,0.4466263295161209,4.466263295161209,1.52,3.5491,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.3,POSITIVE,unknown,65846.68,21.11,30.0,10.0,42.15,52.62,170120.0,227060.0,1.335,52901.0,24172.0,320107.0,73.6,0.591,0.0,0.0,1.0,0.0,0.46,0.06,2,1.0,0.0,0.0,4.5e-05,0.0,0.41203439605536496,,7.207143,0,1,0.0,0.134591,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.73547,0.0,0.0,,
LYV,SHORT,0.4432168882515555,4.432168882515555,4.85,4.8111,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.7,NEUTRAL,trend_continuation,,,180.0,120.0,14.84,23.44,68564.0,74448.0,1.086,17983.0,26573.0,98456.0,87.3,0.405,0.0,0.88,1.0,1.4,1.56,0.0,2,1.0,0.0,0.0,3.8e-05,0.0,247.42578448979492,,81.767857,0,0,0.0,0.024999,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.337332,0.0,0.0,,
PWR,SHORT,0.391915088273824,3.91915088273824,1.25,3.2746,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",4.7,NEUTRAL,unknown,,,620.0,550.0,2.19,9.35,13405.0,10699.0,0.798,8829.0,5862.0,9413.0,92.3,0.468,0.0,0.21,1.0,0.0,0.04,0.0,14,1.0,6.29171805409185,8e-06,1.2e-05,0.022687043746516707,0.0036058582968068755,3.734366,2.068976,0,1,0.040095,0.026148,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.394805,0.509483,0.0,0.0,,
LION,SHORT,0.38005334376589367,3.800533437658937,2.19,3.8773,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.6,NEUTRAL,unknown,,,17.0,8.0,37.71,35.2,124301.0,24723.0,0.199,18752.0,80946.0,49326.0,63.7,0.746,0.0,0.0,1.0,0.0,0.19,1.0,2,1.0,0.0,0.0,0.0001,0.0,3.7369973909227503,,0.163182,0,2,0.0,0.09405,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.274528,0.0,0.0,,
CM,SHORT,0.375,3.75,0.0,2.25,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1e-06,0.0,6.2153452380451816e-27,,25.103448,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.452756,0.0,0.0,,
THC,SHORT,0.3559834744456233,3.559834744456233,5.7,4.4899,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.0,NEUTRAL,ema_rally,,,210.0,180.0,8.27,7.2,5993.0,6141.0,1.025,4959.0,2506.0,4669.0,97.5,0.525,2.22,0.74,0.08,1.2,1.42,0.04,1,1.0,0.0,0.0,1e-05,0.0,8.581745921600237e-11,,3.47651,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.290249,0.0,0.0,,
INOD,SHORT,0.35299805766621684,3.5299805766621684,2.98,3.719,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.3,NEUTRAL,ema_rally,,,50.0,40.0,7.09,14.33,27025.0,13130.0,0.486,19156.0,5154.0,15845.0,69.1,1.011,0.0,0.23,1.0,1.2,0.41,0.14,4,1.0,0.0,0.0,0.000331,0.0,2.329098872575209e-19,,0.381383,0,0,0.0,1.2e-05,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.553245,0.0,0.0,,
WMG,SHORT,0.3492857142857143,3.492857142857143,0.52,3.1024,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.0,NEUTRAL,unknown,,,36.0,24.0,18.44,21.04,18916.0,238.0,0.013,148.0,17406.0,1600.0,69.2,0.397,0.0,0.0,0.24,0.0,0.27,0.0,1,0.7,0.0,0.0,3.1e-05,0.0,53.83051176495643,,26.410256,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.649599,0.0,0.0,,
CNC,LONG,0.4856408604073658,4.856408604073658,5.89,5.0152,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.1,POSITIVE,trend_continuation,4183236.89,38.56,40.0,20.0,3.73,48.13,267854.0,76507.0,0.286,25674.0,63012.0,255675.0,79.2,0.578,1.75,0.39,1.0,1.4,1.36,0.0,7,1.0,22.33758568439564,3.7e-05,1.7e-05,1.5810694876086084e-11,1.7695169813193998e-12,2.430559,2.871044,3,1,0.023518,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.595843,0.413698,0.0,0.0,,
KRE,LONG,0.4406023233011959,4.406023233011959,6.36,5.831,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,8.6,NEGATIVE,trend_continuation,-62579856.4,,75.0,50.0,5.9,29.4,526516.0,1164267.0,2.211,354225.0,648692.0,687866.0,38.0,0.269,2.07,0.32,1.0,1.4,1.58,0.0,5,1.0,6.388716376120775,0.0,0.0,19.280844436656746,12.07181117554263,41.997613,0.75142,2,0,0.60489,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.259757,0.546142,0.0,0.0,,
ISRG,LONG,0.32781496233525087,3.2781496233525087,4.82,4.3251,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target",trend_aligned,6.2,NEUTRAL,ema_pullback,,,520.0,430.0,11.26,8.0,41804.0,39117.0,0.936,19600.0,20762.0,40559.0,77.1,0.415,0.0,0.92,1.0,1.2,1.32,0.38,5,1.0,99.0,3e-06,0.0,9.694623790487823,1.1206791545904201e-29,2.352879,0.232759,1,0,0.499094,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.423689,0.553946,0.0,0.0,,
BBBY,LONG,0.31811511061086256,3.1811511061086257,6.56,4.9586,watchlist_reeval_failed,"momentum_aligned, room_to_target, support_ema_confluence, trend_aligned","confirmation_volume, not_extended",7.0,NEUTRAL,support_ema_confluence,,,7.5,5.0,27.55,14.97,40394.0,14200.0,0.352,12340.0,22316.0,19938.0,69.4,0.936,1.73,0.0,1.0,1.6,2.0,0.24,1,1.0,99.0,0.000208,0.0,29.815983765695456,0.0,0.591981,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.790474,0.0,0.0,0.0,,
ALB,LONG,0.27396563681152525,2.7396563681152526,5.8,4.4698,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.8,NEUTRAL,trend_continuation,,,260.0,70.0,32.38,64.36,92299.0,107411.0,1.164,21270.0,70573.0,107867.0,59.0,0.65,1.9,0.61,1.0,1.4,0.79,0.11,6,1.0,17.998310934040003,2.1e-05,1.1e-05,5.716265817037662,0.15880006290552948,2.17699,3.022672,1,1,0.24599,0.02375,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.224251,0.241316,0.0,0.0,,
APLD,LONG,0.25792300892073905,2.5792300892073907,6.29,4.0366,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.3,POSITIVE,trend_continuation,5893272.28,31.66,33.0,25.0,4.17,21.09,482696.0,195771.0,0.406,182973.0,148961.0,346533.0,26.5,1.031,1.68,0.28,1.0,1.4,1.53,0.4,2,1.0,1.0380092875702116,6e-06,3e-06,14.26337526495572,13.741086361899182,24.733333,0.415695,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,6.7e-05,0.326491,0.0,0.0,,
AR,SHORT,0.35894424755586624,3.5894424755586622,3.86,4.2127,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",6.3,NEUTRAL,unknown,,,50.0,30.0,35.03,18.98,77575.0,101906.0,1.314,59634.0,73156.0,46691.0,88.0,0.474,1.89,0.41,0.88,0.0,0.57,0.1,7,1.0,99.0,4.1e-05,6.3e-05,13.195632849397997,8.186626668734193e-17,4643.479849,2.125439,0,0,7e-06,0.270444,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.030481,0.207107,0.0,0.0,,
CRWV,SHORT,0.25330921079879287,2.5330921079879287,2.33,2.7855,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target","continuation_pattern, not_extended, trend_aligned",4.1,POSITIVE,unknown,23276392.86,117.01,150.0,35.0,28.19,70.09,921753.0,814091.0,0.883,613721.0,486570.0,635553.0,70.4,0.952,0.0,0.0,1.0,0.0,0.89,0.44,3,1.0,0.0,0.0,4e-06,0.0,60663.504895804006,0.017054,2.151785,0,0,0.0,0.411209,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.174566,0.0,0.0,,
IGV,SHORT,0.2471203960756354,2.471203960756354,2.68,2.7596,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",3.6,POSITIVE,ema_rally,24152540.79,85.93,90.0,80.0,4.68,6.95,700594.0,575165.0,0.821,412444.0,320044.0,543271.0,83.6,0.36,0.0,0.18,1.0,1.2,0.14,0.16,6,1.0,0.05180834609285278,1.3e-05,0.000289,27.974887907375457,269.98437527071275,0.264429,0.597707,1,1,0.471072,0.084525,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.400576,0.187359,0.0,0.0,,
DLTR,SHORT,0.24089435548906477,2.4089435548906475,5.2,4.3045,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",7.7,NEUTRAL,trend_continuation,,,135.0,100.0,25.36,7.14,33043.0,33018.0,0.999,16485.0,19860.0,29716.0,44.4,0.388,1.91,0.79,0.84,1.4,0.12,0.14,7,1.0,0.8254566171376378,8e-06,1.9e-05,0.0011780316680848357,0.0010703454702772183,0.618534,0.709593,1,2,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.646359,0.639089,0.0,0.0,,
YPF,LONG,0.5970614669289354,5.970614669289354,5.85,6.1203,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.9,NEUTRAL,retest_and_confirm,,,50.0,40.0,21.3,2.96,73395.0,38888.0,0.53,26382.0,22469.0,63432.0,55.2,0.476,1.79,0.74,1.0,1.4,0.93,0.0,5,1.0,99.0,0.0001,0.0,0.005671782947324773,0.0,2.911707,,2,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.54494,0.0,0.0,0.0,,
CRS,LONG,0.46778260990770315,4.6778260990770315,5.29,4.7859,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.3,NEUTRAL,trend_continuation,,,510.0,420.0,13.63,6.42,3478.0,3133.0,0.901,3167.0,1380.0,2064.0,94.7,0.568,1.82,0.13,0.0,1.4,1.93,0.0,6,1.0,99.0,2.7e-05,1.5e-05,2.4967740908234994e-08,9.53333613508518e-11,6.7,33.866667,0,0,0.000505,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.206887,0.456267,0.0,0.0,,
KWEB,LONG,0.4434476194752232,4.434476194752232,4.33,4.5762,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.3,POSITIVE,trend_continuation,85685273.65,30.27,33.0,25.0,9.0,17.42,2210083.0,781429.0,0.354,805615.0,1113544.0,1072353.0,73.6,0.336,0.0,0.3,1.0,1.4,1.54,0.09,11,1.0,0.0032325435946356307,0.000199,0.000121,48.79892016713762,18115.364104522097,1326.879084,0.156334,3,0,0.550854,0.001333,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,5e-06,0.315954,0.220647,0.0,0.0,,
ENTG,LONG,0.4106898327504081,4.106898327504081,6.72,5.1894,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.6,NEUTRAL,trend_continuation,,,160.0,100.0,8.99,31.88,14519.0,5434.0,0.374,10862.0,29.0,9062.0,92.9,0.686,2.14,0.05,1.0,1.4,1.83,0.31,6,1.0,99.0,3.4e-05,3e-06,0.0005469467092251271,1.2099796011193158e-17,0.134922,0.78125,0,0,0.635633,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.886975,0.343376,0.0,0.0,,
PONY,LONG,0.37205500863766217,3.7205500863766217,4.34,4.4023,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.2,NEUTRAL,trend_continuation,,,12.5,10.0,9.22,12.63,96487.0,23551.0,0.244,83699.0,15535.0,20804.0,68.4,0.887,0.0,0.43,1.0,1.4,1.47,0.04,3,1.0,99.0,0.000322,6e-06,155.4289276323665,5.105127910908821e-25,0.375774,32.627119,1,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.367252,0.303496,0.0,0.0,,
CLF,LONG,0.3518330092844316,3.518330092844316,5.15,4.3442,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.2,POSITIVE,retest_and_confirm,2164453.75,9.68,10.0,8.0,3.36,17.31,394232.0,201216.0,0.51,172694.0,131408.0,291346.0,42.6,0.641,0.0,0.51,1.0,1.4,1.42,0.82,8,1.0,99.0,7.1e-05,4.2e-05,9740.168643742722,0.02332693711441365,2.621699,1.435956,0,1,1.7e-05,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.012902,0.269214,0.0,0.0,,
U,LONG,0.33884924714401454,3.3884924714401454,6.27,4.4752,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.5,POSITIVE,trend_continuation,3920028.25,,30.0,20.0,13.68,24.21,364383.0,188497.0,0.517,166092.0,105554.0,281234.0,79.8,0.847,2.05,0.0,1.0,1.4,1.82,0.0,4,1.0,3.019447746980009,8.9e-05,1.4e-05,1.8810913818060144,0.6229918645512061,9.033226,12.077364,0,0,0.285288,0.076833,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.267325,0.252142,0.0,0.0,,
UVIX,LONG,0.3296306442247263,3.296306442247263,4.11,3.8412,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",4.8,POSITIVE,pullback_to_support,390884.24,5.79,6.0,4.0,3.57,30.95,210982.0,117531.0,0.557,191231.0,64653.0,72629.0,48.3,1.412,0.0,0.33,1.0,1.4,1.21,0.18,3,1.0,99.0,0.00164,0.0,7.572650144679105,0.0,7.331695,,2,0,0.272995,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.101104,0.0,0.0,0.0,,
LWLG,LONG,0.24201886788117744,2.4201886788117744,7.65,4.7451,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,6.2,NEUTRAL,trend_continuation,,,15.0,3.0,10.13,77.97,54414.0,19694.0,0.362,14116.0,15154.0,44838.0,92.1,1.517,2.85,0.0,1.0,1.4,1.44,0.96,1,1.0,99.0,1.4e-05,0.0,0.0290856941780244,0.0,2.047445,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.100801,0.0,0.0,0.0,,
WSM,SHORT,0.5724335641932177,5.724335641932177,1.99,4.9992,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",7.7,NEUTRAL,unknown,,,230.0,180.0,15.24,9.81,6102.0,8127.0,1.332,3193.0,5454.0,5582.0,42.6,0.397,0.0,0.32,1.0,0.0,0.67,0.0,4,1.0,2.6037058985536207e-05,1e-06,7.8e-05,2.083063765914779e-21,2.666793469354504e-17,0.062687,3.392395,0,1,0.0,0.307522,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.629283,0.465578,0.0,0.0,,
CAR,SHORT,0.4634366823458264,4.634366823458264,0.0,2.7806,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,0.5294313890812595,2.1e-05,8.6e-05,13289.620534747335,7171.910311340555,2.9903,6.988145,0,2,0.005167,0.011798,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.288622,0.05972,0.0,0.0,,
SAP,SHORT,0.4594001881342711,4.594001881342711,6.17,5.188,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.2,NEUTRAL,ema_rally,,,190.0,155.0,6.78,12.89,23338.0,35078.0,1.503,17530.0,15824.0,25062.0,94.1,0.49,1.86,0.75,0.93,1.2,0.98,0.45,10,1.0,99.0,1e-06,3e-06,16446.66070527237,1.4552716612617234e-09,1.483939,8.318552,0,0,0.0,0.025862,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.359791,0.355211,0.0,0.0,,
HUT,SHORT,0.43837650281091556,4.383765028109155,1.19,4.1489,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",8.0,NEGATIVE,unknown,-203280.4,75.87,100.0,35.0,29.43,54.7,130199.0,67639.0,0.52,62151.0,52935.0,82752.0,48.7,1.01,0.0,0.0,1.0,0.0,0.0,0.18,9,1.0,0.0003455987658210363,2.2e-05,4.3e-05,0.0035336789782758706,5.112401038066407,4.188192,8.98864,1,2,0.623308,0.422985,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.16165,0.091128,0.0,0.0,,
APLD,SHORT,0.4274126715492908,4.274126715492908,2.16,3.7651,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.9,POSITIVE,unknown,5893272.28,31.66,33.0,25.0,4.17,21.09,482696.0,195771.0,0.406,182973.0,148961.0,346533.0,26.5,1.031,0.0,0.28,1.0,0.0,0.47,0.4,2,1.0,0.0,0.0,9.9e-05,0.0,424403.0821374792,,5.090889,0,0,0.0,1.5e-05,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,3.8e-05,0.0,0.402235,0.0,0.0,,
SPXS,SHORT,0.41624988917780303,4.16249889177803,5.74,4.8232,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",5.1,NEUTRAL,trend_continuation,,,35.0,20.0,11.82,36.1,44289.0,26906.0,0.608,32386.0,18182.0,20627.0,70.7,0.499,2.39,0.0,0.0,1.4,1.68,0.27,5,1.0,8.589248043676014e-09,0.00016,0.000521,6.85446814003758e-08,1.9950722418257276,9.609756,7.409777,1,4,0.0,0.000628,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.36619,0.177979,0.0,0.0,,
XLK,SHORT,0.3945759106027832,3.9457591060278316,2.18,4.3269,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",8.5,NEGATIVE,bounce_and_fail,-9151895.61,154.09,160.0,130.0,3.83,15.64,266165.0,515133.0,1.935,96504.0,275125.0,409669.0,66.6,0.256,0.0,0.0,1.0,1.0,0.16,0.02,6,1.0,0.4565176775526284,0.0,0.0,7.593164962905839,16.632795040079213,3.732106,31.16665,0,1,0.109825,0.388298,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.555008,0.203956,0.0,0.0,,
VST,SHORT,0.38302256588969624,3.8302256588969623,4.36,4.7031,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",7.4,NEGATIVE,retest_and_confirm,-12612362.99,161.11,180.0,150.0,11.77,6.86,108194.0,166211.0,1.536,86623.0,68146.0,119636.0,71.0,0.583,0.0,0.82,0.26,1.4,1.83,0.06,15,1.0,99.0,1.4e-05,2.3e-05,14269.645767628745,0.10212888301450383,4.281257,4.958231,4,2,0.485655,0.00107,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.401707,0.702267,0.0,0.0,,
MT,SHORT,0.38139724242649814,3.8139724242649815,1.86,3.505,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",5.2,NEUTRAL,unknown,,,70.0,27.0,12.59,56.57,33766.0,20845.0,0.617,6881.0,12282.0,35448.0,87.9,0.55,0.0,0.05,1.0,0.0,0.64,0.18,3,1.0,8.472605782679468e-16,1e-06,4e-06,3.135129889920749e-26,1.8501568291598606e-11,0.362069,22.861111,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.633992,0.614065,0.0,0.0,,
